race_id,date,jcd,venue,race_no,waku,reg_no,player_name,branch,age,grade,motor_no,boat_no,rank,result_time,course,st,sanrentan_combo,sanrentan_payout,sanrenpuku_combo,sanrenpuku_payout,niren_tan_combo,niren_tan_payout,niren_puku_combo,niren_puku_payout,kakuren_combos,kakuren_payouts,tansho_waku,tansho_payout,fukusho_wakus,fukusho_payouts,temp,weather,wind_speed,water_temp,wave_height,kimari_te
202401010602,2024-01-01,06,浜名湖,2,5,4216,星　　　栄爾,静岡,38,B1,4936,5936,4,"1'55""0",5,.29,3-1-2,2130,1=2=3,840,3-1,390,1=3,250,1=3|2=3|1=2,250|450|890,3,160,3|1,110|150,11.0,晴,6,11.0,3,まくり
202401010602,2024-01-01,06,浜名湖,2,6,3474,松瀬　　弘美,静岡,53,B1,531,3129,5,,6,.35,3-1-2,2130,1=2=3,840,3-1,390,1=3,250,1=3|2=3|1=2,250|450|890,3,160,3|1,110|150,11.0,晴,6,11.0,3,まくり
202401010603,2024-01-01,06,浜名湖,3,1,4068,幸田　　智裕,静岡,43,B1,6340,6534,2,"1'51""7",1,.15,2-1-6,4930,1=2=6,1260,2-1,2570,1=2,690,1=2|2=6|1=6,550|320|220,2,330,2|1,130|220,11.0,晴,5,11.0,3,差し
202401010603,2024-01-01,06,浜名湖,3,2,5205,刑部　亜里紗,静岡,26,B1,337,2853,1,"1'49""2",2,.17,2-1-6,4930,1=2=6,1260,2-1,2570,1=2,690,1=2|2=6|1=6,550|320|220,2,330,2|1,130|220,11.0,晴,5,11.0,3,差し
202401010603,2024-01-01,06,浜名湖,3,3,4793,金子　　　萌,静岡,33,A2,6435,5634,6,,3,.15,2-1-6,4930,1=2=6,1260,2-1,2570,1=2,690,1=2|2=6|1=6,550|320|220,2,330,2|1,130|220,11.0,晴,5,11.0,3,差し
202401010603,2024-01-01,06,浜名湖,3,4,4131,原　　　豊土,静岡,43,A2,1134,7340,5,,4,.14,2-1-6,4930,1=2=6,1260,2-1,2570,1=2,690,1=2|2=6|1=6,550|320|220,2,330,2|1,130|220,11.0,晴,5,11.0,3,差し
202401010603,2024-01-01,06,浜名湖,3,5,5269,山口　　晃朋,静岡,22,B2,1627,1236,4,"1'53""6",5,.16,2-1-6,4930,1=2=6,1260,2-1,2570,1=2,690,1=2|2=6|1=6,550|320|220,2,330,2|1,130|220,11.0,晴,5,11.0,3,差し
202401010603,2024-01-01,06,浜名湖,3,6,3956,横澤　　剛治,静岡,46,A1,1839,6934,3,"1'52""7",6,.14,2-1-6,4930,1=2=6,1260,2-1,2570,1=2,690,1=2|2=6|1=6,550|320|220,2,330,2|1,130|220,11.0,晴,5,11.0,3,差し
202401010604,2024-01-01,06,浜名湖,4,1,5248,本田　　　愛,静岡,21,B2,5032,5241,6,,1,.07,5-4-3,2220,3=4=5,300,5-4,1280,4=5,920,4=5|3=5|3=4,200|130|180,5,440,5|4,340|340,12.0,晴,5,11.0,3,差し
202401010604,2024-01-01,06,浜名湖,4,2,4840,鈴木　　秀茉,静岡,32,B1,436,5033,4,"1'53""7",2,.12,5-4-3,2220,3=4=5,300,5-4,1280,4=5,920,4=5|3=5|3=4,200|130|180,5,440,5|4,340|340,12.0,晴,5,11.0,3,差し
202401010604,2024-01-01,06,浜名湖,4,3,3987,後藤　　正宗,静岡,45,A2,939,6256,3,"1'52""9",3,.15,5-4-3,2220,3=4=5,300,5-4,1280,4=5,920,4=5|3=5|3=4,200|130|180,5,440,5|4,340|340,12.0,晴,5,11.0,3,差し
202401010604,2024-01-01,06,浜名湖,4,4,4076,杉田　　篤光,静岡,45,A2,2048,2031,2,"1'51""8",4,.21,5-4-3,2220,3=4=5,300,5-4,1280,4=5,920,4=5|3=5|3=4,200|130|180,5,440,5|4,340|340,12.0,晴,5,11.0,3,差し
202401010604,2024-01-01,06,浜名湖,4,5,3422,服部　　幸男,静岡,52,A1,2244,4627,1,"1'50""5",5,.25,5-4-3,2220,3=4=5,300,5-4,1280,4=5,920,4=5|3=5|3=4,200|130|180,5,440,5|4,340|340,12.0,晴,5,11.0,3,差し
202401010604,2024-01-01,06,浜名湖,4,6,3718,伊達　　正利,静岡,48,B1,3632,2736,5,,6,.29,5-4-3,2220,3=4=5,300,5-4,1280,4=5,920,4=5|3=5|3=4,200|130|180,5,440,5|4,340|340,12.0,晴,5,11.0,3,差し
202401010605,2024-01-01,06,浜名湖,5,1,3744,徳増　　秀樹,静岡,49,A1,3539,6045,1,"1'50""2",1,.16,1-3-4,750,1=3=4,470,1-3,250,1=3,250,1=3|1=4|3=4,120|180|690,1,120,1|3,100|130,13.0,晴,5,11.0,2,逃げ
202401010605,2024-01-01,06,浜名湖,5,2,3591,後藤　　孝義,静岡,55,B1,3848,7430,5,,2,.26,1-3-4,750,1=3=4,470,1-3,250,1=3,250,1=3|1=4|3=4,120|180|690,1,120,1|3,100|130,13.0,晴,5,11.0,2,逃げ
202401010605,2024-01-01,06,浜名湖,5,3,3796,長野　　道臣,静岡,50,B1,6532,3233,2,"1'51""2",3,.28,1-3-4,750,1=3=4,470,1-3,250,1=3,250,1=3|1=4|3=4,120|180|690,1,120,1|3,100|130,13.0,晴,5,11.0,2,逃げ
202401010605,2024-01-01,06,浜名湖,5,4,4273,佐藤　　　旭,静岡,41,B1,3940,3545,3,"1'52""1",4,.25,1-3-4,750,1=3=4,470,1-3,250,1=3,250,1=3|1=4|3=4,120|180|690,1,120,1|3,100|130,13.0,晴,5,11.0,2,逃げ
202401010605,2024-01-01,06,浜名湖,5,5,4989,石原　　　翼,静岡,26,B1,6628,4534,6,,5,.22,1-3-4,750,1=3=4,470,1-3,250,1=3,250,1=3|1=4|3=4,120|180|690,1,120,1|3,100|130,13.0,晴,5,11.0,2,逃げ
202401010605,2024-01-01,06,浜名湖,5,6,4209,藤田　　竜弘,静岡,40,B1,133,1448,4,"1'54""0",6,.21,1-3-4,750,1=3=4,470,1-3,250,1=3,250,1=3|1=4|3=4,120|180|690,1,120,1|3,100|130,13.0,晴,5,11.0,2,逃げ
202401010606,2024-01-01,06,浜名湖,6,1,3959,坪井　　康晴,静岡,46,A1,4127,1833,2,"1'50""2",1,.10,6-1-2,46540,1=2=6,2440,6-1,6890,1=6,1360,1=6|2=6|1=2,290|1040|190,6,1410,6|1,250|100,13.0,晴,4,11.0,2,抜き
202401010606,2024-01-01,06,浜名湖,6,2,3839,川合　　理司,静岡,48,B1,5834,3833,3,"1'51""5",2,.06,6-1-2,46540,1=2=6,2440,6-1,6890,1=6,1360,1=6|2=6|1=2,290|1040|190,6,1410,6|1,250|100,13.0,晴,4,11.0,2,抜き
202401010606,2024-01-01,06,浜名湖,6,3,4740,齋藤　　達希,静岡,31,B1,3335,7638,6,,3,.09,6-1-2,46540,1=2=6,2440,6-1,6890,1=6,1360,1=6|2=6|1=2,290|1040|190,6,1410,6|1,250|100,13.0,晴,4,11.0,2,抜き
202401010606,2024-01-01,06,浜名湖,6,4,4033,伊藤　　将吉,静岡,45,A1,2339,7543,4,"1'53""5",4,.08,6-1-2,46540,1=2=6,2440,6-1,6890,1=6,1360,1=6|2=6|1=2,290|1040|190,6,1410,6|1,250|100,13.0,晴,4,11.0,2,抜き
202401010606,2024-01-01,06,浜名湖,6,5,3294,野中　　義生,静岡,58,B1,2132,2635,5,,5,.10,6-1-2,46540,1=2=6,2440,6-1,6890,1=6,1360,1=6|2=6|1=2,290|1040|190,6,1410,6|1,250|100,13.0,晴,4,11.0,2,抜き
202401010606,2024-01-01,06,浜名湖,6,6,4216,星　　　栄爾,静岡,38,B1,4936,5936,1,"1'49""0",6,.17,6-1-2,46540,1=2=6,2440,6-1,6890,1=6,1360,1=6|2=6|1=2,290|1040|190,6,1410,6|1,250|100,13.0,晴,4,11.0,2,抜き
202401010607,2024-01-01,06,浜名湖,7,1,4342,谷野　　錬志,静岡,39,A1,1942,5433,1,"1'48""3",1,.15,1-4-5,1070,1=4=5,630,1-4,210,1=4,190,1=4|1=5|4=5,120|360|370,1,110,1|4,110|290,14.0,晴,3,11.0,1,抜き
202401010607,2024-01-01,06,浜名湖,7,2,4918,川島　　拓郎,静岡,35,B1,727,5341,4,"1'53""1",2,.16,1-4-5,1070,1=4=5,630,1-4,210,1=4,190,1=4|1=5|4=5,120|360|370,1,110,1|4,110|290,14.0,晴,3,11.0,1,抜き
202401010607,2024-01-01,06,浜名湖,7,3,5269,山口　　晃朋,静岡,22,B2,1627,1236,6,,3,.17,1-4-5,1070,1=4=5,630,1-4,210,1=4,190,1=4|1=5|4=5,120|360|370,1,110,1|4,110|290,14.0,晴,3,11.0,1,抜き
202401010607,2024-01-01,06,浜名湖,7,4,5034,若林　　義人,静岡,25,A2,4035,3441,2,"1'50""4",4,.12,1-4-5,1070,1=4=5,630,1-4,210,1=4,190,1=4|1=5|4=5,120|360|370,1,110,1|4,110|290,14.0,晴,3,11.0,1,抜き
202401010607,2024-01-01,06,浜名湖,7,5,5110,杉山　　喜一,静岡,24,B1,1338,5731,3,"1'52""0",5,.20,1-4-5,1070,1=4=5,630,1-4,210,1=4,190,1=4|1=5|4=5,120|360|370,1,110,1|4,110|290,14.0,晴,3,11.0,1,抜き
202401010607,2024-01-01,06,浜名湖,7,6,4124,池田　　雄一,静岡,41,A1,3127,6430,5,,6,.26,1-4-5,1070,1=4=5,630,1-4,210,1=4,190,1=4|1=5|4=5,120|360|370,1,110,1|4,110|290,14.0,晴,3,11.0,1,抜き
202401010608,2024-01-01,06,浜名湖,8,1,3811,石田　　章央,静岡,48,A2,3434,1131,1,"1'49""1",1,.07,1-3-5,2610,1=3=5,580,1-3,1420,1=3,1130,1=3|1=5|3=5,300|110|280,1,160,1|3,130|480,14.0,晴,3,11.0,1,逃げ
202401010608,2024-01-01,06,浜名湖,8,2,4068,幸田　　智裕,静岡,43,B1,6340,6534,4,"1'52""5",2,.10,1-3-5,2610,1=3=5,580,1-3,1420,1=3,1130,1=3|1=5|3=5,300|110|280,1,160,1|3,130|480,14.0,晴,3,11.0,1,逃げ
202401010608,2024-01-01,06,浜名湖,8,3,4840,鈴木　　秀茉,静岡,32,B1,436,5033,2,"1'50""4",3,.09,1-3-5,2610,1=3=5,580,1-3,1420,1=3,1130,1=3|1=5|3=5,300|110|280,1,160,1|3,130|480,14.0,晴,3,11.0,1,逃げ
202401010608,2024-01-01,06,浜名湖,8,4,3489,大場　　　敏,静岡,56,A1,3727,4825,5,,4,.09,1-3-5,2610,1=3=5,580,1-3,1420,1=3,1130,1=3|1=5|3=5,300|110|280,1,160,1|3,130|480,14.0,晴,3,11.0,1,逃げ
202401010608,2024-01-01,06,浜名湖,8,5,3960,菊地　　孝平,静岡,45,A1,239,3051,3,"1'50""7",5,.09,1-3-5,2610,1=3=5,580,1-3,1420,1=3,1130,1=3|1=5|3=5,300|110|280,1,160,1|3,130|480,14.0,晴,3,11.0,1,逃げ
202401010608,2024-01-01,06,浜名湖,8,6,4417,服部　　　剛,静岡,36,B1,3028,3322,6,,6,.22,1-3-5,2610,1=3=5,580,1-3,1420,1=3,1130,1=3|1=5|3=5,300|110|280,1,160,1|3,130|480,14.0,晴,3,11.0,1,逃げ
202401010609,2024-01-01,06,浜名湖,9,1,4131,原　　　豊土,静岡,43,A2,1134,7340,5,,1,.17,3-4-5,27370,3=4=5,3170,3-4,7120,3=4,4520,3=4|3=5|4=5,690|440|340,3,2190,3|4,350|250,14.0,晴,3,11.0,1,抜き
202401010609,2024-01-01,06,浜名湖,9,2,4076,杉田　　篤光,静岡,45,A2,2048,2031,4,"1'52""8",2,.20,3-4-5,27370,3=4=5,3170,3-4,7120,3=4,4520,3=4|3=5|4=5,690|440|340,3,2190,3|4,350|250,14.0,晴,3,11.0,1,抜き
202401010609,2024-01-01,06,浜名湖,9,3,4273,佐藤　　　旭,静岡,41,B1,3940,3545,1,"1'48""5",3,.18,3-4-5,27370,3=4=5,3170,3-4,7120,3=4,4520,3=4|3=5|4=5,690|440|340,3,2190,3|4,350|250,14.0,晴,3,11.0,1,抜き
202401010609,2024-01-01,06,浜名湖,9,4,4207,松下　　一也,静岡,40,A1,1529,1341,2,"1'49""9",4,.15,3-4-5,27370,3=4=5,3170,3-4,7120,3=4,4520,3=4|3=5|4=5,690|440|340,3,2190,3|4,350|250,14.0,晴,3,11.0,1,抜き
202401010609,2024-01-01,06,浜名湖,9,5,4524,深谷　　知博,静岡,35,A1,1731,4336,3,"1'51""5",5,.11,3-4-5,27370,3=4=5,3170,3-4,7120,3=4,4520,3=4|3=5|4=5,690|440|340,3,2190,3|4,350|250,14.0,晴,3,11.0,1,抜き
202401010609,2024-01-01,06,浜名湖,9,6,5316,村松　　将平,静岡,23,B2,2435,4130,6,,6,.15,3-4-5,27370,3=4=5,3170,3-4,7120,3=4,4520,3=4|3=5|4=5,690|440|340,3,2190,3|4,350|250,14.0,晴,3,11.0,1,抜き
202401010610,2024-01-01,06,浜名湖,10,1,4494,河合　　佑樹,静岡,36,A1,5942,2333,1,"1'49""1",1,.13,1-2-4,1400,1=2=4,950,1-2,310,1=2,290,1=2|1=4|2=4,180|280|500,1,140,1|2,120|330,14.0,晴,4,11.0,2,逃げ
202401010610,2024-01-01,06,浜名湖,10,2,3987,後藤　　正宗,静岡,45,A2,939,6256,2,"1'50""9",2,.12,1-2-4,1400,1=2=4,950,1-2,310,1=2,290,1=2|1=4|2=4,180|280|500,1,140,1|2,120|330,14.0,晴,4,11.0,2,逃げ
202401010610,2024-01-01,06,浜名湖,10,3,4033,伊藤　　将吉,静岡,45,A1,2339,7543,4,"1'53""0",3,.12,1-2-4,1400,1=2=4,950,1-2,310,1=2,290,1=2|1=4|2=4,180|280|500,1,140,1|2,120|330,14.0,晴,4,11.0,2,逃げ
202401010610,2024-01-01,06,浜名湖,10,4,4360,庄司　　孝輔,静岡,39,B1,6242,4434,3,"1'51""7",4,.16,1-2-4,1400,1=2=4,950,1-2,310,1=2,290,1=2|1=4|2=4,180|280|500,1,140,1|2,120|330,14.0,晴,4,11.0,2,逃げ
202401010610,2024-01-01,06,浜名湖,10,5,4793,金子　　　萌,静岡,33,A2,6435,5634,5,,5,.15,1-2-4,1400,1=2=4,950,1-2,310,1=2,290,1=2|1=4|2=4,180|280|500,1,140,1|2,120|330,14.0,晴,4,11.0,2,逃げ
202401010610,2024-01-01,06,浜名湖,10,6,3796,長野　　道臣,静岡,50,B1,6532,3233,6,,6,.19,1-2-4,1400,1=2=4,950,1-2,310,1=2,290,1=2|1=4|2=4,180|280|500,1,140,1|2,120|330,14.0,晴,4,11.0,2,逃げ
202401010611,2024-01-01,06,浜名湖,11,1,3422,服部　　幸男,静岡,52,A1,2244,4627,1,"1'48""6",1,.11,1-6-3,4790,1=3=6,940,1-6,1960,1=6,1970,1=6|1=3|3=6,300|120|320,1,130,1|6,100|900,13.0,晴,4,11.0,2,逃げ
202401010611,2024-01-01,06,浜名湖,11,2,3474,松瀬　　弘美,静岡,53,B1,531,3129,4,"1'52""7",2,.07,1-6-3,4790,1=3=6,940,1-6,1960,1=6,1970,1=6|1=3|3=6,300|120|320,1,130,1|6,100|900,13.0,晴,4,11.0,2,逃げ
202401010611,2024-01-01,06,浜名湖,11,3,3959,坪井　　康晴,静岡,46,A1,4127,1833,3,"1'50""9",3,.10,1-6-3,4790,1=3=6,940,1-6,1960,1=6,1970,1=6|1=3|3=6,300|120|320,1,130,1|6,100|900,13.0,晴,4,11.0,2,逃げ
202401010611,2024-01-01,06,浜名湖,11,4,4058,野末　　智一,静岡,44,B1,3234,2240,5,,4,.16,1-6-3,4790,1=3=6,940,1-6,1960,1=6,1970,1=6|1=3|3=6,300|120|320,1,130,1|6,100|900,13.0,晴,4,11.0,2,逃げ
202401010611,2024-01-01,06,浜名湖,11,5,3744,徳増　　秀樹,静岡,49,A1,3539,6045,6,,5,.12,1-6-3,4790,1=3=6,940,1-6,1960,1=6,1970,1=6|1=3|3=6,300|120|320,1,130,1|6,100|900,13.0,晴,4,11.0,2,逃げ
202401010611,2024-01-01,06,浜名湖,11,6,5034,若林　　義人,静岡,25,A2,4035,3441,2,"1'50""1",6,.17,1-6-3,4790,1=3=6,940,1-6,1960,1=6,1970,1=6|1=3|3=6,300|120|320,1,130,1|6,100|900,13.0,晴,4,11.0,2,逃げ
202401010612,2024-01-01,06,浜名湖,12,1,3960,菊地　　孝平,静岡,45,A1,239,3051,1,"1'46""5",1,.08,1-2-6,1140,1=2=6,690,1-2,170,1=2,180,1=2|1=6|2=6,110|290|540,1,100,1|2,100|110,13.0,晴,3,11.0,1,逃げ
202401010612,2024-01-01,06,浜名湖,12,2,3956,横澤　　剛治,静岡,46,A1,1839,6934,2,"1'49""1",2,.08,1-2-6,1140,1=2=6,690,1-2,170,1=2,180,1=2|1=6|2=6,110|290|540,1,100,1|2,100|110,13.0,晴,3,11.0,1,逃げ
202401010612,2024-01-01,06,浜名湖,12,3,4209,藤田　　竜弘,静岡,40,B1,133,1448,4,"1'52""5",3,.08,1-2-6,1140,1=2=6,690,1-2,170,1=2,180,1=2|1=6|2=6,110|290|540,1,100,1|2,100|110,13.0,晴,3,11.0,1,逃げ
202401010612,2024-01-01,06,浜名湖,12,4,3839,川合　　理司,静岡,48,B1,5834,3833,6,,4,.08,1-2-6,1140,1=2=6,690,1-2,170,1=2,180,1=2|1=6|2=6,110|290|540,1,100,1|2,100|110,13.0,晴,3,11.0,1,逃げ
202401010612,2024-01-01,06,浜名湖,12,5,4342,谷野　　錬志,静岡,39,A1,1942,5433,5,,5,.10,1-2-6,1140,1=2=6,690,1-2,170,1=2,180,1=2|1=6|2=6,110|290|540,1,100,1|2,100|110,13.0,晴,3,11.0,1,逃げ
202401010612,2024-01-01,06,浜名湖,12,6,4150,山田　　雄太,静岡,41,A2,6035,3630,3,"1'50""5",6,.11,1-2-6,1140,1=2=6,690,1-2,170,1=2,180,1=2|1=6|2=6,110|290|540,1,100,1|2,100|110,13.0,晴,3,11.0,1,逃げ
202401010701,2024-01-01,07,蒲郡,1,1,4914,吉田　　裕平,愛知,27,A1,3635,7237,,,1,.02,3-6-5,2360,3=5=6,660,3-6,600,3=6,300,3=6|3=5|5=6,120|300|240,3,290,3|6,110|130,12.0,晴,3,8.0,1,恵まれ
202401010701,2024-01-01,07,蒲郡,1,2,5232,樅山　　拓馬,愛知,26,B2,6134,5539,5,,2,.05,3-6-5,2360,3=5=6,660,3-6,600,3=6,300,3=6|3=5|5=6,120|300|240,3,290,3|6,110|130,12.0,晴,3,8.0,1,恵まれ
202401010701,2024-01-01,07,蒲郡,1,3,4435,服部　　達哉,愛知,37,B1,4033,4737,1,"1'49""8",3,.08,3-6-5,2360,3=5=6,660,3-6,600,3=6,300,3=6|3=5|5=6,120|300|240,3,290,3|6,110|130,12.0,晴,3,8.0,1,恵まれ
202401010701,2024-01-01,07,蒲郡,1,4,4129,宇野　　博之,愛知,43,B1,4635,2531,4,"1'52""2",4,.13,3-6-5,2360,3=5=6,660,3-6,600,3=6,300,3=6|3=5|5=6,120|300|240,3,290,3|6,110|130,12.0,晴,3,8.0,1,恵まれ
202401010701,2024-01-01,07,蒲郡,1,5,5127,沼田　　大都,愛知,27,B1,5737,7735,3,"1'52""1",5,.27,3-6-5,2360,3=5=6,660,3-6,600,3=6,300,3=6|3=5|5=6,120|300|240,3,290,3|6,110|130,12.0,晴,3,8.0,1,恵まれ
202401010701,2024-01-01,07,蒲郡,1,6,5166,仲道　　大輔,愛知,23,B1,6849,5435,2,"1'51""4",6,.50,3-6-5,2360,3=5=6,660,3-6,600,3=6,300,3=6|3=5|5=6,120|300|240,3,290,3|6,110|130,12.0,晴,3,8.0,1,恵まれ
202401010702,2024-01-01,07,蒲郡,2,1,3687,花田　　和明,愛知,54,B1,2641,4539,1,"1'49""6",1,.07,1-5-6,7680,1=5=6,2090,1-5,3180,1=5,1410,1=5|1=6|5=6,470|370|530,1,350,1|5,150|460,12.0,晴,2,8.0,1,逃げ
202401010702,2024-01-01,07,蒲郡,2,2,4369,丹下　　　将,愛知,38,A1,2134,1935,4,"1'52""8",2,.12,1-5-6,7680,1=5=6,2090,1-5,3180,1=5,1410,1=5|1=6|5=6,470|370|530,1,350,1|5,150|460,12.0,晴,2,8.0,1,逃げ
202401010702,2024-01-01,07,蒲郡,2,3,4199,北川　　潤二,愛知,41,A1,4931,6231,6,,3,.14,1-5-6,7680,1=5=6,2090,1-5,3180,1=5,1410,1=5|1=6|5=6,470|370|530,1,350,1|5,150|460,12.0,晴,2,8.0,1,逃げ
202401010702,2024-01-01,07,蒲郡,2,4,4056,小西　　英輝,福井,45,B1,2030,4640,5,,4,.12,1-5-6,7680,1=5=6,2090,1-5,3180,1=5,1410,1=5|1=6|5=6,470|370|530,1,350,1|5,150|460,12.0,晴,2,8.0,1,逃げ
202401010702,2024-01-01,07,蒲郡,2,5,4570,前田　　聖文,愛知,35,A2,3534,1831,2,"1'50""4",5,.09,1-5-6,7680,1=5=6,2090,1-5,3180,1=5,1410,1=5|1=6|5=6,470|370|530,1,350,1|5,150|460,12.0,晴,2,8.0,1,逃げ
202401010702,2024-01-01,07,蒲郡,2,6,4850,野中　　一平,愛知,29,A2,5340,1132,3,"1'51""7",6,.06,1-5-6,7680,1=5=6,2090,1-5,3180,1=5,1410,1=5|1=6|5=6,470|370|530,1,350,1|5,150|460,12.0,晴,2,8.0,1,逃げ
202401010703,2024-01-01,07,蒲郡,3,1,3988,古川　　誠之,愛知,45,B1,3737,2133,1,"1'48""7",1,.20,1-5-3,8700,1=3=5,1520,1-5,2040,1=5,1140,1=5|1=3|3=5,330|130|720,1,200,1|5,230|1030,12.0,晴,3,8.0,1,逃げ
202401010703,2024-01-01,07,蒲郡,3,2,5252,荒木　　颯斗,愛知,21,B1,6259,5029,6,,2,.26,1-5-3,8700,1=3=5,1520,1-5,2040,1=5,1140,1=5|1=3|3=5,330|130|720,1,200,1|5,230|1030,12.0,晴,3,8.0,1,逃げ
202401010703,2024-01-01,07,蒲郡,3,3,5068,前田　　　滉,愛知,23,A1,7735,1434,3,"1'50""5",3,.19,1-5-3,8700,1=3=5,1520,1-5,2040,1=5,1140,1=5|1=3|3=5,330|130|720,1,200,1|5,230|1030,12.0,晴,3,8.0,1,逃げ
202401010703,2024-01-01,07,蒲郡,3,4,4604,岩瀬　　裕亮,愛知,35,A1,2943,1532,4,"1'51""3",4,.17,1-5-3,8700,1=3=5,1520,1-5,2040,1=5,1140,1=5|1=3|3=5,330|130|720,1,200,1|5,230|1030,12.0,晴,3,8.0,1,逃げ
202401010703,2024-01-01,07,蒲郡,3,5,4080,山崎　　哲司,愛知,44,B2,2732,1330,2,"1'49""4",5,.17,1-5-3,8700,1=3=5,1520,1-5,2040,1=5,1140,1=5|1=3|3=5,330|130|720,1,200,1|5,230|1030,12.0,晴,3,8.0,1,逃げ
202401010703,2024-01-01,07,蒲郡,3,6,3957,大谷　　直弘,愛知,46,A2,2435,3735,5,,6,.23,1-5-3,8700,1=3=5,1520,1-5,2040,1=5,1140,1=5|1=3|3=5,330|130|720,1,200,1|5,230|1030,12.0,晴,3,8.0,1,逃げ
202401010704,2024-01-01,07,蒲郡,4,1,4276,鈴木　　勝博,愛知,40,A1,4145,7637,1,"1'48""7",1,.09,1-3-4,720,1=3=4,340,1-3,330,1=3,230,1=3|1=4|3=4,140|150|240,1,120,1|3,100|220,11.0,晴,3,8.0,1,逃げ
202401010704,2024-01-01,07,蒲郡,4,2,3921,川村　　正輝,福井,48,B1,3937,5137,5,,2,.06,1-3-4,720,1=3=4,340,1-3,330,1=3,230,1=3|1=4|3=4,140|150|240,1,120,1|3,100|220,11.0,晴,3,8.0,1,逃げ
202401010704,2024-01-01,07,蒲郡,4,3,4509,平見　　真彦,愛知,35,A2,5435,7037,2,"1'50""1",3,.06,1-3-4,720,1=3=4,340,1-3,330,1=3,230,1=3|1=4|3=4,140|150|240,1,120,1|3,100|220,11.0,晴,3,8.0,1,逃げ
202401010704,2024-01-01,07,蒲郡,4,4,4786,佐藤　　博亮,愛知,35,A2,3335,6730,3,"1'52""3",4,.07,1-3-4,720,1=3=4,340,1-3,330,1=3,230,1=3|1=4|3=4,140|150|240,1,120,1|3,100|220,11.0,晴,3,8.0,1,逃げ
202401010704,2024-01-01,07,蒲郡,4,5,4118,宇佐見　　淳,愛知,42,A1,7033,6141,4,"1'53""1",5,.16,1-3-4,720,1=3=4,340,1-3,330,1=3,230,1=3|1=4|3=4,140|150|240,1,120,1|3,100|220,11.0,晴,3,8.0,1,逃げ
